"Result","Competitor","Nat","Venue","Date","Gender","Event","StateDope"
"2.08","Blanka Vlašic","CRO","Zagreb","2009-08-31","women","high-jump","NULL"
"2.09","Stefka Kostadinova","BUL","Roma (Stadio Olimpico)","1987-08-30","women","high-jump","NULL"
"66.96","Trine Hattestad","NOR","Bærum (Nadderud)","2000-07-08","women","javelin-throw","NULL"
"66.99","Olisdeilys Menéndez","CUB","Huelva","2004-08-08","women","javelin-throw","NULL"
"67.04","Christina Obergföll","GER","Leverkusen","2007-08-10","women","javelin-throw","NULL"
"67.04","Christina Obergföll","GER","St. Wendel","2012-06-10","women","javelin-throw","NULL"
"67.07","Barbora Špotáková","CZE","Osaka (Nagai Stadium)","2007-08-31","women","javelin-throw","NULL"
"67.09","Miréla Manjani","GRE","Sevilla (La Cartuja)","1999-08-28","women","javelin-throw","NULL"
"67.11","Maria Andrejczyk","POL","Rio de Janeiro (Estádio Olímpico)","2016-08-16","women","javelin-throw","NULL"
"67.12","Barbora Špotáková","CZE","Stuttgart (Gottlieb-Daimler Stadion)","2007-09-22","women","javelin-throw","NULL"
"67.14","Olisdeilys Menéndez","CUB","La Habana","2002-03-10","women","javelin-throw","NULL"
"67.14","Barbora Špotáková","CZE","Berlin (Olympiastadion)","2011-09-11","women","javelin-throw","NULL"
"67.16","Martina Ratej","SLO","Doha (Hamad Bin Suhaim)","2010-05-14","women","javelin-throw","NULL"
"67.19","Barbora Špotáková","CZE","Lausanne (Pontaise)","2012-08-23","women","javelin-throw","NULL"
"67.20","Tatyana Shikolenko","RUS","Monaco (Stade Louis II)","2000-08-18","women","javelin-throw","NULL"
"67.24","Olisdeilys Menéndez","CUB","Monaco (Stade Louis II)","2005-09-09","women","javelin-throw","NULL"
"67.25","Maria Abakumova","RUS","Irkutsk","2008-08-02","women","javelin-throw","NULL"
"67.29","Hanna Hatsko-Fedusova","UKR","Kirovohrad","2014-07-26","women","javelin-throw","NULL"
"67.30","Steffi Nerius","GER","Berlin (Olympiastadion)","2009-08-18","women","javelin-throw","NULL"
"67.31","Christina Obergföll","GER","Zürich (Letzigrund)","2010-08-19","women","javelin-throw","NULL"
"67.32","Linda Stahl","GER","New York City (Icahn), NY","2014-06-14","women","javelin-throw","NULL"
"67.33","Barbora Špotáková","CZE","Doha (Hamad Bin Suhaim)","2010-05-14","women","javelin-throw","NULL"
"67.34","Olisdeilys Menéndez","CUB","Sydney (Olympic Stadium)","2000-09-29","women","javelin-throw","NULL"
"67.39","Maria Abakumova","RUS","Tallinn","2009-08-25","women","javelin-throw","NULL"
"67.40","Olisdeilys Menéndez","CUB","Lausanne (Pontaise)","2002-07-02","women","javelin-throw","NULL"
"67.46","Sunette Viljoen","RSA","Zürich (Letzigrund)","2011-09-08","women","javelin-throw","NULL"
"67.47","Miréla Manjani","GRE","München","2002-08-08","women","javelin-throw","NULL"
"67.48","Christina Obergföll","GER","Baunatal","2009-06-05","women","javelin-throw","NULL"
"67.51","Miréla Manjani","GRE","Sydney (Olympic Stadium)","2000-09-30","women","javelin-throw","NULL"
"67.52","Sunette Viljoen","RSA","Berlin (Olympiastadion)","2012-09-02","women","javelin-throw","NULL"
"67.52","Christina Obergföll","GER","Beijing (National Stadium)","2008-08-19","women","javelin-throw","NULL"
"67.57","Barbora Špotáková","CZE","Paris Saint-Denis (Stade de France)","2011-07-08","women","javelin-throw","NULL"
"67.57","Christina Obergföll","GER","Berlin (Olympiastadion)","2010-08-22","women","javelin-throw","NULL"
"67.58","Barbora Špotáková","CZE","Praha (Stadion Rošický)","2009-06-28","women","javelin-throw","NULL"
"67.63","Barbora Špotáková","CZE","Budapest","2010-06-19","women","javelin-throw","NULL"
"67.67","Sonia Bisset","CUB","Salamanca (Helmántico)","2005-07-06","women","javelin-throw","NULL"
"67.69","Kathrina Molitor","GER","Beijing (National Stadium)","2015-08-30","women","javelin-throw","NULL"
"67.69","Barbora Špotáková","CZE","Beijing (National Stadium)","2008-08-19","women","javelin-throw","NULL"
"67.70","Christina Obergföll","GER","Eugene (Hayward Field), OR","2013-05-31","women","javelin-throw","NULL"
"67.72","Christina Obergföll","GER","Ostrava","2008-06-12","women","javelin-throw","NULL"
"67.76","Trine Hattestad","NOR","Bruxelles","2000-08-25","women","javelin-throw","NULL"
"67.78","Christina Obergföll","GER","Athína (Olympic Stadium)","2007-07-02","women","javelin-throw","NULL"
"67.78","Barbora Špotáková","CZE","Ostrava (Mestský Stadion)","2012-05-25","women","javelin-throw","NULL"
"67.83","Olisdeilys Menéndez","CUB","Berlin (Olympiastadion)","2000-09-01","women","javelin-throw","NULL"
"67.87","Olisdeilys Menéndez","CUB","Madrid","2004-07-17","women","javelin-throw","NULL"
"67.92","Trine Hattestad","NOR","Stockholm","2000-08-01","women","javelin-throw","NULL"
"67.93","Christina Obergföll","GER","Biberach an der Riss","2009-06-24","women","javelin-throw","NULL"
"67.95","Sunette Viljoen","RSA","Roma (Stadio Olimpico)","2012-05-31","women","javelin-throw","NULL"
"67.98","Maria Abakumova","RUS","Velenje","2011-06-28","women","javelin-throw","NULL"
"67.99","Olisdeilys Menéndez","CUB","Iráklio","2004-07-04","women","javelin-throw","NULL"
"67.99","Barbora Špotáková","CZE","Bruxelles (Boudewijnstadion)","2014-09-05","women","javelin-throw","NULL"
"68.01","Christina Obergföll","GER","Paris Saint-Denis (Stade de France)","2011-07-08","women","javelin-throw","NULL"
"68.08","Christina Obergföll","GER","Halle","2007-05-19","women","javelin-throw","NULL"
"68.14","Maria Abakumova","RUS","Split (Poljud Stadion)","2010-09-04","women","javelin-throw","NULL"
"68.19","Trine Hattestad","NOR","Bergen","1999-07-28","women","javelin-throw","NULL"
"68.22","Trine Hattestad","NOR","Roma (Stadio Olimpico)","2000-06-30","women","javelin-throw","NULL"
"68.23","Barbora Špotáková","CZE","Praha (Stadion Juliska)","2009-06-08","women","javelin-throw","NULL"
"68.23","Olisdeilys Menéndez","CUB","La Habana","2004-03-05","women","javelin-throw","NULL"
"68.31","Maria Abakumova","RUS","Adler","2010-02-25","women","javelin-throw","NULL"
"68.32","Trine Hattestad","NOR","Berlin (Olympiastadion)","2000-09-01","women","javelin-throw","NULL"
"68.34","Steffi Nerius","GER","Elstal","2008-08-31","women","javelin-throw","NULL"
"68.38","Sunette Viljoen","RSA","Daegu (DS)","2011-09-02","women","javelin-throw","NULL"
"68.40","Olisdeilys Menéndez","CUB","Tartu","2001-06-19","women","javelin-throw","NULL"
"68.40","Christina Obergföll","GER","Halle","2009-05-23","women","javelin-throw","NULL"
"68.47","Olisdeilys Menéndez","CUB","Helsinki","2005-07-25","women","javelin-throw","NULL"
"68.59","Maria Abakumova","RUS","Stockholm (Olympiastadion)","2013-08-22","women","javelin-throw","RUS"
"68.59","Christina Obergföll","GER","Leiria","2009-06-20","women","javelin-throw","NULL"
"68.63","Christina Obergföll","GER","Elstal","2010-09-12","women","javelin-throw","NULL"
"68.65","Barbora Špotáková","CZE","Roma (Stadio Olimpico)","2012-05-31","women","javelin-throw","NULL"
"68.66","Barbora Špotáková","CZE","Roma (Stadio Olimpico)","2010-06-10","women","javelin-throw","NULL"
"68.73","Barbora Špotáková","CZE","New York City (Icahn), NY","2012-06-09","women","javelin-throw","NULL"
"68.76","Christina Obergföll","GER","Daegu (DS)","2011-09-01","women","javelin-throw","NULL"
"68.81","Barbora Špotáková","CZE","Praha (Stadion Juliska)","2008-06-16","women","javelin-throw","NULL"
"68.86","Christina Obergföll","GER","Kassel","2011-07-24","women","javelin-throw","NULL"
"68.89","Maria Abakumova","RUS","Doha (Hamad Bin Suhaim)","2010-05-14","women","javelin-throw","NULL"
"68.91","Trine Hattestad","NOR","Sydney (Olympic Stadium)","2000-09-30","women","javelin-throw","NULL"
"68.92","Maria Abakumova","RUS","Berlin (Olympiastadion)","2009-08-16","women","javelin-throw","NULL"
"68.94","Maria Abakumova","RUS","Zürich (Letzigrund)","2013-08-29","women","javelin-throw","RUS"
"69.05","Christina Obergföll","GER","Moskva (Luzhniki)","2013-08-18","women","javelin-throw","NULL"
"69.09","Maria Abakumova","RUS","Moskva (Luzhniki)","2013-08-16","women","javelin-throw","RUS"
"69.15","Barbora Špotáková","CZE","Zaragoza","2008-05-31","women","javelin-throw","NULL"
"69.34","Maria Abakumova","RUS","Castellón","2013-03-16","women","javelin-throw","RUS"
"69.35","Sunette Viljoen","RSA","New York City (Icahn), NY","2012-06-09","women","javelin-throw","NULL"
"69.45","Barbora Špotáková","CZE","Monaco (Stade Louis II)","2011-07-22","women","javelin-throw","NULL"
"69.48","Trine Hattestad","NOR","Oslo (Bislett)","2000-07-28","women","javelin-throw","NULL"
"69.53","Olisdeilys Menéndez","CUB","Edmonton (Commonwealth Stadium)","2001-08-06","women","javelin-throw","NULL"
"69.55","Barbora Špotáková","CZE","London (Olympic Stadium)","2012-08-09","women","javelin-throw","NULL"
"69.57","Christina Obergföll","GER","Zürich (Letzigrund)","2011-09-08","women","javelin-throw","NULL"
"69.75","Maria Abakumova","RUS","Elstal","2013-08-25","women","javelin-throw","RUS"
"69.81","Christina Obergföll","GER","Elstal","2008-08-31","women","javelin-throw","NULL"
"69.82","Olisdeilys Menéndez","CUB","Beijing","2001-08-29","women","javelin-throw","NULL"
"70.03","Christina Obergföll","GER","Helsinki (Olympic Stadium)","2005-08-14","women","javelin-throw","NULL"
"70.20","Christina Obergföll","GER","München","2007-06-23","women","javelin-throw","NULL"
"70.53","Maria Abakumova","RUS","Berlin (Olympiastadion)","2013-09-01","women","javelin-throw","RUS"
"70.78","Maria Abakumova","RUS","Beijing (National Stadium)","2008-08-21","women","javelin-throw","NULL"
"71.42","Barbora Špotáková","CZE","Beijing (National Stadium)","2008-08-21","women","javelin-throw","NULL"
"71.53","Olisdeilys Menéndez","CUB","Athína (Olympic Stadium)","2004-08-27","women","javelin-throw","NULL"
"71.54","Olisdeilys Menéndez","CUB","Réthimno","2001-07-01","women","javelin-throw","NULL"
"71.58","Barbora Špotáková","CZE","Daegu (DS)","2011-09-02","women","javelin-throw","NULL"
"71.70","Olisdeilys Menéndez","CUB","Helsinki (Olympic Stadium)","2005-08-14","women","javelin-throw","NULL"
"71.99","Maria Abakumova","RUS","Daegu (DS)","2011-09-02","women","javelin-throw","NULL"
"72.28","Barbora Špotáková","CZE","Stuttgart (Gottlieb-Daimler Stadion)","2008-09-13","women","javelin-throw","NULL"
"7.07","Elena Sokolova","RUS","London (Olympic Stadium)","2012-08-08","women","long-jump","RUS"
"7.08","Ivana Španovic","SRB","Rio de Janeiro (Estádio Olímpico)","2016-08-17","women","long-jump","NULL"
"7.08","Nastassia Mironchyk-Ivanova","BLR","Minsk (Stayki)","2012-06-12","women","long-jump","NULL"
"7.08","Marieta Ilcu","ROU","Pitesti","1989-06-25","women","long-jump","NULL"
"7.09","Ljudmila Ninova-Rudoll","AUT","Sevilla","1994-06-05","women","long-jump","NULL"
"7.09","Vilma Bardauskiene","URS","Praha (Stadion Rošický)","1978-08-29","women","long-jump","NULL"
"7.10","Chelsea Hayes","USA","Eugene, OR","2012-07-01","women","long-jump","NULL"
"7.11","Anna Nazarova-Klyashtornaya","RUS","Moskva","2012-06-20","women","long-jump","RUS"
"7.11","Fiona May","ITA","Budapest (Népstadion)","1998-08-22","women","long-jump","NULL"
"7.12","Sabine John","GDR","Dresden","1984-05-19","women","long-jump","GDR"
"7.12","Naide Gomes","POR","Monaco (Stade Louis II)","2008-07-29","women","long-jump","NULL"
"7.12","Chioma Ajunwa","NGR","Atlanta (Olympic Stadium), GA","1996-08-02","women","long-jump","NULL"
"7.13","Olga Kucherenko","RUS","Sochi","2010-05-27","women","long-jump","NULL"
"7.14","Mirela Dulgheru-Renda","ROU","Sofia","1992-07-05","women","long-jump","NULL"
"7.14","Nijolé Medvedeva","URS","Riga","1988-06-04","women","long-jump","NULL"
"7.16","Sosthene Moguenara","GER","Weinheim","2016-05-28","women","long-jump","NULL"
"7.16","Elva Goulbourne","JAM","Ciudad de México","2004-05-22","women","long-jump","NULL"
"7.16","Iolanda Chen","URS","Moskva","1988-07-30","women","long-jump","NULL"
"7.17","Tianna Bartoletta","USA","Rio de Janeiro (Estádio Olímpico)","2016-08-17","women","long-jump","NULL"
"7.17","Irina Valyukevich","URS","Bryansk","1987-07-18","women","long-jump","NULL"
"7.20","Irina Mushailova","RUS","Sankt-Peterburg","1994-07-14","women","long-jump","NULL"
"7.20","Yelena Sinchukova","URS","Budapest","1991-06-20","women","long-jump","NULL"
"7.20","Irena Ozenko","URS","Budapest","1986-09-12","women","long-jump","NULL"
"7.20","Vali Ionescu-Constantin","ROU","Bucuresti","1982-08-01","women","long-jump","NULL"
"7.21","Helga Radtke","GDR","Dresden","1984-07-26","women","long-jump","GDR"
"7.21","Anisoara Cusmir","ROU","Bucuresti","1983-05-15","women","long-jump","NULL"
"7.21","Lyudmila Kolchanova","RUS","Sochi","2007-05-27","women","long-jump","NULL"
"7.24","Larisa Berezhnaya","URS","Granada","1991-05-25","women","long-jump","NULL"
"7.25","Heike Drechsler","GDR","Oslo (Bislett)","1987-07-04","women","long-jump","GDR"
"7.25","Heike Drechsler","GER","Sestriere","1994-07-31","women","long-jump","NULL"
"7.25","Heike Drechsler","GER","Bruxelles","1991-09-13","women","long-jump","NULL"
"7.25","Yelena Belevskaya","URS","Moskva (Lenin Stadium)","1987-06-07","women","long-jump","NULL"
"7.25","Brittney Reese","USA","Doha (Hamad Bin Suhaim)","2013-05-10","women","long-jump","NULL"
"7.26","Heike Drechsler","GDR","Praha","1987-06-28","women","long-jump","GDR"
"7.26","Maurren Higa Maggi","BRA","Bogotá","1999-06-26","women","long-jump","NULL"
"7.26","Jackie Joyner-Kersee","USA","Oslo (Bislett)","1994-07-22","women","long-jump","NULL"
"7.26","Heike Drechsler","GER","Sevilla","1992-06-06","women","long-jump","NULL"
"7.27","Heike Drechsler","GDR","Canberra (Bruce Stadium)","1985-10-06","women","long-jump","GDR"
"7.27","Heike Drechsler","GDR","Stuttgart","1986-08-27","women","long-jump","GDR"
"7.27","Jackie Joyner-Kersee","USA","Seoul (Olympic Stadium)","1988-09-24","women","long-jump","NULL"
"7.27","Galina Chistyakova","URS","Moskva","1987-08-27","women","long-jump","NULL"
"7.27","Galina Chistyakova","URS","Moskva","1986-07-07","women","long-jump","NULL"
"7.27","Galina Chistyakova","URS","Erfurt","1985-06-22","women","long-jump","NULL"
"7.27","Irina Meleshina","RUS","Tula (Arsenal Stadium)","2004-07-31","women","long-jump","NULL"
"7.27","Inessa Kravets","URS","Kyiv","1988-05-22","women","long-jump","NULL"
"7.27","Anisoara Stanciu","ROU","Sofia","1984-06-17","women","long-jump","NULL"
"7.28","Galina Chistyakova","URS","Moskva","1985-08-18","women","long-jump","NULL"
"7.29","Heike Drechsler","GDR","Neubrandenburg (Jahn Sportpark)","1985-06-07","women","long-jump","GDR"
"7.29","Heike Drechsler","GDR","Jena","1986-06-28","women","long-jump","GDR"
"7.29","Yelena Khlopotnova","UKR","Alma Ata","1988-06-18","women","long-jump","NULL"
"7.29","Galina Chistyakova","URS","Moskva","1984-08-06","women","long-jump","NULL"
"7.29","Heike Drechsler","GER","Jena","1984-05-13","women","long-jump","NULL"
"7.29","Heike Drechsler","GER","Tokyo (Olympic Stadium)","1991-08-25","women","long-jump","NULL"
"7.29","Heike Drechsler","GER","Oslo (Bislett)","1994-07-22","women","long-jump","NULL"
"7.29","Galina Chistyakova","URS","Sochi","1988-06-01","women","long-jump","NULL"
"7.30","Heike Drechsler","GDR","Split (Poljud Stadion)","1990-08-28","women","long-jump","GDR"
"7.30","Jackie Joyner-Kersee","USA","San José, CA","1994-05-28","women","long-jump","NULL"
"7.30","Heike Drechsler","GER","Dillingen","1992-05-17","women","long-jump","NULL"
"7.31","Heike Drechsler","GDR","Jena","1986-05-31","women","long-jump","GDR"
"7.31","Brittney Reese","USA","Eugene (Hayward Field), OR","2016-07-02","women","long-jump","NULL"
"7.31","Yelena Khlopotnova","URS","Alma Ata","1985-09-12","women","long-jump","NULL"
"7.31","Marion Jones","USA","Eugene, OR","1998-05-31","women","long-jump","NULL"
"7.31","Yelena Belevskaya","URS","Moskva","1987-08-16","women","long-jump","NULL"
"7.31","Yelena Belevskaya","URS","Kyiv","1986-07-15","women","long-jump","NULL"
"7.31","Marion Jones","USA","Zürich","1998-08-12","women","long-jump","NULL"
"7.32","Heike Drechsler","GDR","Berlin","1984-07-20","women","long-jump","GDR"
"7.32","Heike Drechsler","GER","Padova","1991-09-15","women","long-jump","NULL"
"7.32","Jackie Joyner-Kersee","USA","Tokyo (Olympic Stadium)","1991-08-25","women","long-jump","NULL"
"7.33","Heike Drechsler","GDR","Erfurt","1985-06-22","women","long-jump","GDR"
"7.33","Heike Drechsler","GDR","Dresden","1985-08-02","women","long-jump","GDR"
"7.33","Tatyana Lebedeva","RUS","Tula (Arsenal Stadium)","2004-07-31","women","long-jump","NULL"
"7.33","Heike Drechsler","GER","Monaco (Stade Louis II)","1992-08-11","women","long-jump","NULL"
"7.34","Heike Drechsler","GDR","Dresden","1984-05-19","women","long-jump","GDR"
"7.34","Heike Drechsler","GDR","Karl-Marx-Stadt","1987-06-20","women","long-jump","GDR"
"7.34","Yelena Belevskaya","URS","Sukhumi","1987-05-17","women","long-jump","NULL"
"7.34","Galina Chistyakova","URS","Tallinn","1986-06-21","women","long-jump","NULL"
"7.35","Galina Chistyakova","URS","Bratislava","1990-06-20","women","long-jump","NULL"
"7.36","Jackie Joyner-Kersee","USA","Roma (Stadio Olimpico)","1987-09-04","women","long-jump","NULL"
"7.36","Heike Drechsler","GER","Jena","1992-05-28","women","long-jump","NULL"
"7.36","Yelena Belevskaya","URS","Leningrad","1988-06-11","women","long-jump","NULL"
"7.37","Inessa Kravets","EUN","Kyiv","1992-06-13","women","long-jump","NULL"
"7.37","Heike Drechsler","GER","Sestriere","1991-07-31","women","long-jump","NULL"
"7.39","Heike Drechsler","GDR","Zürich (Letzigrund)","1985-08-21","women","long-jump","GDR"
"7.39","Yelena Belevskaya","URS","Bryansk","1987-07-18","women","long-jump","NULL"
"7.39","Jackie Joyner-Kersee","USA","San Diego, CA","1988-06-25","women","long-jump","NULL"
"7.40","Heike Drechsler","GDR","Dresden","1984-07-26","women","long-jump","GDR"
"7.40","Heike Drechsler","GDR","Potsdam","1987-08-21","women","long-jump","GDR"
"7.40","Jackie Joyner-Kersee","USA","Seoul (Olympic Stadium)","1988-09-29","women","long-jump","NULL"
"7.42","Tatyana Kotova","RUS","Annecy","2002-06-23","women","long-jump","NULL"
"7.43","Anisoara Stanciu","ROU","Bucuresti","1983-06-04","women","long-jump","NULL"
"7.44","Heike Drechsler","GDR","Berlin","1985-09-22","women","long-jump","GDR"
"7.45","Heike Drechsler","GDR","Tallinn","1986-06-21","women","long-jump","GDR"
"7.45","Heike Drechsler","GDR","Dresden","1986-07-03","women","long-jump","GDR"
"7.45","Galina Chistyakova","URS","Budapest","1988-08-12","women","long-jump","NULL"
"7.45","Jackie Joyner-Kersee","USA","Indianapolis, IN","1987-08-13","women","long-jump","NULL"
"7.48","Heike Drechsler","GDR","Neubrandenburg (Jahn Sportpark)","1988-07-09","women","long-jump","GDR"
"7.48","Heike Drechsler","GER","Lausanne","1992-07-08","women","long-jump","NULL"
"7.49","Jackie Joyner-Kersee","USA","Sestriere","1994-07-31","women","long-jump","NULL"
"7.49","Jackie Joyner-Kersee","USA","New York, NY","1994-05-22","women","long-jump","NULL"
"7.52","Galina Chistyakova","URS","Leningrad (Kirov Stadium)","1988-06-11","women","long-jump","NULL"
"2:15:25","Paula Radcliffe","GBR","London","2003-04-13","women","marathon","NULL"
"2:17:18","Paula Radcliffe","GBR","Chicago, IL","2002-10-13","women","marathon","NULL"
